NUMRESERVA;IDALOJAMIENTO;IDMIEMBRO;TIPOID;DIARESERVA;TIEMPODIAS;;;;;;
35462;10401;76779;CC;11/08/20;120;;;;;;
35463;10428;76799;CC;11/08/20;56;;;;;;
35464;10436;72850;TI;11/08/20;76;;;;;;
35465;10490;78552;CC;11/08/20;118;;;;;;
35466;10549;80715;CC;11/08/20;73;;;;;;
35467;10575;74449;CC;11/08/20;100;;;;;;
35468;10579;75641;CC;11/08/20;86;;;;;;
35469;10610;81477;CC;11/08/20;66;;;;;;
35470;10636;79303;CC;11/08/20;108;;;;;;
35471;10673;73313;CC;11/08/20;120;;;;;;
35472;10700;81786;CC;11/08/20;57;;;;;;
35473;10782;77627;CC;11/08/20;51;;;;;;
35474;10845;73340;CC;11/08/20;92;;;;;;
35475;10946;79166;CC;11/08/20;117;;;;;;
35476;10992;81658;CC;11/08/20;105;;;;;;
35477;10999;74830;CC;11/08/20;113;;;;;;
35478;11793;79255;CC;10/08/20;58;;;;;;
35479;11891;81101;CC;10/08/20;63;;;;;;
35480;11971;80414;CC;10/08/20;50;;;;;;
35481;11982;81371;CC;10/08/20;64;;;;;;
35482;12017;74932;CC;10/08/20;91;;;;;;
35483;12042;78329;CC;10/08/20;119;;;;;;
35484;12134;79169;CC;10/08/20;63;;;;;;
35485;12175;81754;CC;10/08/20;38;;;;;;
35486;12203;73251;CC;10/08/20;61;;;;;;
35487;10314;76465;CC;10/08/20;65;;;;;;
35488;10326;80918;CC;10/08/20;81;;;;;;
35489;10408;76934;CC;10/08/20;97;;;;;;
35490;10419;79842;CC;10/08/20;85;;;;;;
35491;10470;73583;CC;10/08/20;88;;;;;;
35492;10523;79592;CC;10/08/20;102;;;;;;
35493;10631;74869;TI;10/08/20;112;;;;;;
35494;10807;81814;CC;10/08/20;71;;;;;;
35495;10842;81733;CC;10/08/20;88;;;;;;
35496;10870;76404;CC;10/08/20;104;;;;;;
35497;11013;77904;CC;10/08/20;51;;;;;;
35498;11030;80295;CC;10/08/20;57;;;;;;
35499;11042;76285;CC;10/08/20;74;;;;;;
35500;11803;78868;CC;9/08/20;38;;;;;;
35501;11968;73719;CC;9/08/20;92;;;;;;
35502;11999;78786;CC;9/08/20;87;;;;;;
35503;12068;73034;CC;9/08/20;58;;;;;;
35504;12177;76740;CC;9/08/20;101;;;;;;
35505;10265;78119;CC;9/08/20;73;;;;;;
35506;10291;77513;CC;9/08/20;82;;;;;;
35507;10347;72822;CC;9/08/20;105;;;;;;
35508;10437;75834;TI;9/08/20;95;;;;;;
35509;10553;77912;CC;9/08/20;45;;;;;;
35510;10571;78583;CC;9/08/20;67;;;;;;
35511;10635;78235;CC;9/08/20;58;;;;;;
35512;10711;74621;CC;9/08/20;76;;;;;;
35513;10724;82047;CC;9/08/20;50;;;;;;
35514;10918;79493;CC;9/08/20;117;;;;;;
35515;10971;76424;CC;9/08/20;47;;;;;;
35516;10989;72130;CC;9/08/20;117;;;;;;
35517;11773;73884;CC;8/08/20;42;;;;;;
35518;11830;76062;CC;8/08/20;57;;;;;;
35519;11876;75364;CC;8/08/20;52;;;;;;
35520;11889;77699;CC;8/08/20;63;;;;;;
35521;11957;80740;CC;8/08/20;44;;;;;;
35522;11967;74329;CC;8/08/20;45;;;;;;
35523;12018;77819;CC;8/08/20;106;;;;;;
35524;12158;73393;CC;8/08/20;90;;;;;;
35525;12208;81875;CC;8/08/20;107;;;;;;
35526;12235;72848;CC;8/08/20;79;;;;;;
35527;10329;79936;CC;8/08/20;55;;;;;;
35528;10489;81468;CC;8/08/20;87;;;;;;
35529;10716;78126;CC;8/08/20;109;;;;;;
35530;10767;77109;CC;8/08/20;90;;;;;;
35531;10771;74121;CC;8/08/20;44;;;;;;
35532;10804;80574;CC;8/08/20;52;;;;;;
35533;10880;76136;CC;8/08/20;41;;;;;;
35534;10913;77775;CC;8/08/20;53;;;;;;
35535;10963;78175;CC;8/08/20;44;;;;;;
35536;11777;74223;CC;7/08/20;44;;;;;;
35537;11862;74502;CC;7/08/20;102;;;;;;
35538;12100;79552;CC;7/08/20;86;;;;;;
35539;12149;72671;CC;7/08/20;96;;;;;;
35540;12195;81812;CC;7/08/20;95;;;;;;
35541;10292;76263;CC;7/08/20;83;;;;;;
35542;10331;81201;CC;7/08/20;31;;;;;;
35543;10452;75592;CC;7/08/20;60;;;;;;
35544;10455;78582;CC;7/08/20;88;;;;;;
35545;10463;74382;TI;7/08/20;107;;;;;;
35546;10660;79628;CC;7/08/20;113;;;;;;
35547;10679;81911;CC;7/08/20;45;;;;;;
35548;10816;74307;CC;7/08/20;63;;;;;;
35549;10828;76689;CC;7/08/20;73;;;;;;
35550;10877;75047;CC;7/08/20;73;;;;;;
35551;10935;77486;CC;7/08/20;43;;;;;;
35552;11056;75613;CC;7/08/20;67;;;;;;
35553;11783;80149;CC;6/08/20;58;;;;;;
35554;11813;76151;CC;6/08/20;38;;;;;;
35555;11845;77194;CC;6/08/20;40;;;;;;
35556;11851;80505;CC;6/08/20;59;;;;;;
35557;11858;73564;CC;6/08/20;60;;;;;;
35558;12025;73163;CC;6/08/20;95;;;;;;
35559;12029;77807;CC;6/08/20;111;;;;;;
35560;12097;76518;CC;6/08/20;70;;;;;;
35561;12103;73039;CC;6/08/20;95;;;;;;
35562;12135;72414;CC;6/08/20;119;;;;;;
35563;12136;81024;CC;6/08/20;110;;;;;;
35564;12165;76024;CC;6/08/20;74;;;;;;
35565;12257;80109;CC;6/08/20;79;;;;;;
35566;10283;77345;CC;6/08/20;90;;;;;;
35567;10318;78070;CC;6/08/20;46;;;;;;
35568;10338;81039;CC;6/08/20;45;;;;;;
35569;10413;80415;CC;6/08/20;38;;;;;;
35570;10458;73205;CC;6/08/20;60;;;;;;
35571;10531;81794;CC;6/08/20;87;;;;;;
35572;10619;74484;CC;6/08/20;81;;;;;;
35573;10646;72209;CC;6/08/20;60;;;;;;
35574;10697;79419;CC;6/08/20;106;;;;;;
35575;10718;77203;CC;6/08/20;47;;;;;;
35576;10815;77145;CC;6/08/20;55;;;;;;
35577;10953;79762;CC;6/08/20;63;;;;;;
35578;11786;79077;CC;5/08/20;45;;;;;;
35579;11798;73211;CC;5/08/20;58;;;;;;
35580;11874;72721;CC;5/08/20;38;;;;;;
35581;11879;77753;CC;5/08/20;116;;;;;;
35582;11883;78899;CC;5/08/20;75;;;;;;
35583;11924;72535;CC;5/08/20;74;;;;;;
35584;11926;77089;CC;5/08/20;96;;;;;;
35585;11935;78198;CC;5/08/20;34;;;;;;
35586;11956;74827;CC;5/08/20;39;;;;;;
35587;12063;74204;CC;5/08/20;42;;;;;;
35588;12108;79513;CC;5/08/20;53;;;;;;
35589;12148;81800;TI;5/08/20;94;;;;;;
35590;12167;73517;CC;5/08/20;74;;;;;;
35591;12194;74777;CC;5/08/20;84;;;;;;
35592;12216;73749;TI;5/08/20;45;;;;;;
35593;12221;73496;CC;5/08/20;108;;;;;;
35594;12234;76507;CC;5/08/20;41;;;;;;
35595;10367;74791;CC;5/08/20;88;;;;;;
35596;10456;74506;CC;5/08/20;45;;;;;;
35597;10467;74859;TI;5/08/20;43;;;;;;
35598;10516;78611;CC;5/08/20;63;;;;;;
35599;10621;76081;CC;5/08/20;38;;;;;;
35600;10675;78514;CC;5/08/20;31;;;;;;
35601;10749;76008;CC;5/08/20;114;;;;;;
35602;10797;81038;CC;5/08/20;90;;;;;;
35603;10833;75910;CC;5/08/20;31;;;;;;
35604;10873;75555;CC;5/08/20;119;;;;;;
35605;10925;80588;CC;5/08/20;89;;;;;;
35606;10958;76854;CC;5/08/20;53;;;;;;
35607;10960;73068;CC;5/08/20;50;;;;;;
35608;10987;81682;CC;5/08/20;83;;;;;;
35609;11020;79290;CC;5/08/20;65;;;;;;
35610;11784;78990;CC;4/08/20;40;;;;;;
35611;11812;78889;CC;4/08/20;34;;;;;;
35612;11833;80143;CC;4/08/20;32;;;;;;
35613;11837;80330;CC;4/08/20;53;;;;;;
35614;11840;75708;CC;4/08/20;44;;;;;;
35615;11864;75267;CC;4/08/20;47;;;;;;
35616;11921;80427;CC;4/08/20;89;;;;;;
35617;12056;73230;CC;4/08/20;41;;;;;;
35618;12080;76026;CC;4/08/20;120;;;;;;
35619;12196;72647;CC;4/08/20;107;;;;;;
35620;12246;79087;CC;4/08/20;41;;;;;;
35621;10322;75561;CC;4/08/20;31;;;;;;
35622;10376;72968;CC;4/08/20;47;;;;;;
35623;10407;77702;CC;4/08/20;35;;;;;;
35624;10410;75405;CC;4/08/20;62;;;;;;
35625;10415;78631;CC;4/08/20;63;;;;;;
35626;10417;75739;CC;4/08/20;61;;;;;;
35627;10446;81145;CC;4/08/20;106;;;;;;
35628;10513;75880;CC;4/08/20;34;;;;;;
35629;10562;73734;CC;4/08/20;94;;;;;;
35630;10643;78900;CC;4/08/20;66;;;;;;
35631;10684;77607;CC;4/08/20;118;;;;;;
35632;10685;74811;CC;4/08/20;71;;;;;;
35633;10722;77701;CC;4/08/20;120;;;;;;
35634;10772;81599;CC;4/08/20;46;;;;;;
35635;10820;80660;CC;4/08/20;52;;;;;;
35636;10831;79672;CC;4/08/20;75;;;;;;
35637;11058;77810;CC;4/08/20;38;;;;;;
35638;12008;72802;CC;3/08/20;78;;;;;;
35639;12030;80356;CC;3/08/20;52;;;;;;
35640;12090;76647;CC;3/08/20;93;;;;;;
35641;12095;73916;CC;3/08/20;107;;;;;;
35642;12099;81629;CC;3/08/20;98;;;;;;
35643;12113;78670;CC;3/08/20;119;;;;;;
35644;12139;73367;CC;3/08/20;113;;;;;;
35645;12147;74362;TI;3/08/20;64;;;;;;
35646;10271;74792;CC;3/08/20;46;;;;;;
35647;10275;73401;CC;3/08/20;112;;;;;;
35648;10334;78805;CC;3/08/20;57;;;;;;
35649;10433;75718;CC;3/08/20;32;;;;;;
35650;10469;75498;CC;3/08/20;77;;;;;;
35651;10471;73834;CC;3/08/20;109;;;;;;
35652;10556;81439;CC;3/08/20;66;;;;;;
35653;10596;80903;CC;3/08/20;117;;;;;;
35654;10601;76018;CC;3/08/20;99;;;;;;
35655;10604;76438;CC;3/08/20;34;;;;;;
35656;10693;77564;CC;3/08/20;88;;;;;;
35657;10726;81504;CC;3/08/20;83;;;;;;
35658;10784;73688;CC;3/08/20;96;;;;;;
35659;10806;75482;CC;3/08/20;67;;;;;;
35660;10830;80674;CC;3/08/20;58;;;;;;
35661;10841;79438;CC;3/08/20;35;;;;;;
35662;10854;76113;CC;3/08/20;104;;;;;;
35663;10964;73511;CC;3/08/20;45;;;;;;
35664;11008;81898;CC;3/08/20;82;;;;;;
35665;11925;81355;CC;2/08/20;45;;;;;;
35666;11978;80069;CC;2/08/20;81;;;;;;
35667;11990;80600;CC;2/08/20;49;;;;;;
35668;12000;78897;CC;2/08/20;100;;;;;;
35669;12057;77305;CC;2/08/20;89;;;;;;
35670;12104;81548;CC;2/08/20;86;;;;;;
35671;12144;76764;CC;2/08/20;87;;;;;;
35672;12159;81622;CC;2/08/20;54;;;;;;
35673;10351;80810;CC;2/08/20;118;;;;;;
35674;10378;80165;CC;2/08/20;82;;;;;;
35675;10386;77274;CC;2/08/20;34;;;;;;
35676;10396;80760;CC;2/08/20;44;;;;;;
35677;10432;75221;CC;2/08/20;114;;;;;;
35678;10443;73935;CC;2/08/20;118;;;;;;
35679;10577;76139;CC;2/08/20;111;;;;;;
35680;10699;74537;CC;2/08/20;107;;;;;;
35681;10745;75397;CC;2/08/20;87;;;;;;
35682;10751;80102;CC;2/08/20;97;;;;;;
35683;10773;76403;CC;2/08/20;111;;;;;;
35684;10776;75900;CC;2/08/20;44;;;;;;
35685;10872;74866;CC;2/08/20;120;;;;;;
35686;10911;77696;CC;2/08/20;45;;;;;;
35687;10959;78640;CC;2/08/20;86;;;;;;
35688;10967;76027;CC;2/08/20;60;;;;;;
35689;10985;75755;CC;2/08/20;109;;;;;;
35690;11007;74704;CC;2/08/20;119;;;;;;
35691;11778;76857;CC;1/08/20;58;;;;;;
35692;11907;80614;CC;1/08/20;46;;;;;;
35693;12038;81643;CC;1/08/20;92;;;;;;
35694;12119;76614;CC;1/08/20;54;;;;;;
35695;12191;74043;CC;1/08/20;35;;;;;;
35696;10266;74834;CC;1/08/20;96;;;;;;
35697;10344;80670;TI;1/08/20;41;;;;;;
35698;10358;76728;CC;1/08/20;93;;;;;;
35699;10380;76819;CC;1/08/20;50;;;;;;
35700;10448;80292;CC;1/08/20;68;;;;;;
35701;10520;81793;CC;1/08/20;48;;;;;;
35702;10533;79788;CC;1/08/20;68;;;;;;
35703;10545;72112;CC;1/08/20;69;;;;;;
35704;10582;75108;CC;1/08/20;43;;;;;;
35705;10585;78500;CC;1/08/20;63;;;;;;
35706;10594;79347;CC;1/08/20;61;;;;;;
35707;10609;72384;TI;1/08/20;113;;;;;;
35708;10876;74175;CC;1/08/20;79;;;;;;
35709;10890;72171;CC;1/08/20;65;;;;;;
35710;10968;73007;CC;1/08/20;113;;;;;;
35711;10976;77235;CC;1/08/20;39;;;;;;
35712;10981;77970;CC;1/08/20;38;;;;;;
35713;10998;81724;CC;1/08/20;56;;;;;;
35714;11685;102859;CC;31/07/20;55;;;;;;
35715;11714;99393;CC;31/07/20;37;;;;;;
35716;11729;100761;CE;31/07/20;48;;;;;;
35717;11745;101200;CC;31/07/20;55;;;;;;
35718;11662;100003;CE;30/07/20;44;;;;;;
35719;11669;95969;CC;30/07/20;35;;;;;;
35720;11726;95921;CE;30/07/20;60;;;;;;
35721;11676;96985;CC;29/07/20;44;;;;;;
35722;11711;102608;CE;29/07/20;60;;;;;;
35723;11661;101028;CC;28/07/20;42;;;;;;
35724;11666;93704;CE;27/07/20;31;;;;;;
35725;11691;102233;CE;27/07/20;37;;;;;;
35726;11719;100241;CE;27/07/20;31;;;;;;
35727;11728;98309;CE;27/07/20;38;;;;;;
35728;11748;98722;CE;27/07/20;36;;;;;;
35729;11693;100822;CE;26/07/20;56;;;;;;
35730;11744;96388;CE;24/07/20;48;;;;;;
35731;11757;96830;TI;24/07/20;48;;;;;;
35732;11700;98300;CC;23/07/20;37;;;;;;
35733;11698;96946;CC;22/07/20;47;;;;;;
35734;11724;100934;CE;22/07/20;35;;;;;;
35735;11751;101945;CC;22/07/20;34;;;;;;
35736;11703;94406;CC;21/07/20;32;;;;;;
35737;11738;99413;CC;21/07/20;49;;;;;;
35738;11730;101270;CE;20/07/20;42;;;;;;
35739;11739;94911;CE;20/07/20;35;;;;;;
35740;11706;98370;CE;18/07/20;58;;;;;;
35741;11717;97349;CC;18/07/20;40;;;;;;
35742;11689;96903;CC;16/07/20;43;;;;;;
35743;11692;100495;CE;16/07/20;58;;;;;;
35744;11670;94360;CE;15/07/20;50;;;;;;
35745;11686;99456;CC;15/07/20;48;;;;;;
35746;11715;99968;CE;15/07/20;40;;;;;;
35747;11743;102821;CE;15/07/20;53;;;;;;
35748;11737;94136;CC;13/07/20;50;;;;;;
35749;11722;103366;CE;12/07/20;58;;;;;;
35750;11674;96705;CC;9/07/20;44;;;;;;
35751;11752;94976;CE;9/07/20;51;;;;;;
35752;11678;94565;CE;8/07/20;50;;;;;;
35753;11696;98987;TI;8/07/20;57;;;;;;
35754;11716;99722;CE;8/07/20;39;;;;;;
35755;11755;98243;CE;8/07/20;45;;;;;;
35756;11760;94652;CE;8/07/20;37;;;;;;
35757;11683;95506;CE;6/07/20;42;;;;;;
35758;11677;95346;CC;5/07/20;41;;;;;;
35759;11725;96253;CC;5/07/20;53;;;;;;
35760;11740;98035;CC;5/07/20;34;;;;;;
35761;11754;98637;CE;5/07/20;50;;;;;;
35762;11667;103070;CE;4/07/20;55;;;;;;
35763;11690;96890;CE;4/07/20;38;;;;;;
35764;11710;96991;CE;4/07/20;55;;;;;;
35765;11688;103069;CE;3/07/20;56;;;;;;
35766;11746;95359;CC;3/07/20;43;;;;;;
35767;11687;102382;CE;2/07/20;32;;;;;;
35768;11709;95955;CE;2/07/20;55;;;;;;
35769;11668;99459;CC;30/06/20;44;;;;;;
35770;11723;97774;CE;29/06/20;47;;;;;;
35771;11681;98764;CE;28/06/20;46;;;;;;
35772;11750;94122;CC;27/06/20;38;;;;;;
35773;11759;100153;CE;27/06/20;38;;;;;;
35774;11732;93986;CC;26/06/20;36;;;;;;
35775;11671;99433;CC;25/06/20;35;;;;;;
35776;11720;101180;CC;25/06/20;43;;;;;;
35777;11697;101928;TI;24/06/20;56;;;;;;
35778;11733;94757;CC;23/06/20;59;;;;;;
35779;11747;96039;CC;23/06/20;55;;;;;;
35780;11753;94815;CE;23/06/20;31;;;;;;
35781;11727;103019;CC;22/06/20;44;;;;;;
35782;11736;97646;CE;21/06/20;43;;;;;;
35783;11682;102148;CE;20/06/20;38;;;;;;
35784;11694;94981;CC;20/06/20;33;;;;;;
35785;11731;99732;CC;20/06/20;49;;;;;;
35786;11758;97575;CE;20/06/20;45;;;;;;
35787;11680;99379;CC;19/06/20;53;;;;;;
35788;11741;95472;CE;19/06/20;57;;;;;;
35789;11712;101441;CC;18/06/20;57;;;;;;
35790;11718;96873;CE;17/06/20;49;;;;;;
35791;11734;96149;CE;17/06/20;43;;;;;;
35792;11742;102432;CC;17/06/20;42;;;;;;
35793;11665;99923;CE;16/06/20;37;;;;;;
35794;11699;100979;CC;14/06/20;37;;;;;;
35795;11704;101565;CC;14/06/20;55;;;;;;
35796;11672;99723;CE;13/06/20;43;;;;;;
35797;11701;96523;CC;13/06/20;54;;;;;;
35798;11675;96687;CE;11/06/20;31;;;;;;
35799;11708;98567;CC;10/06/20;54;;;;;;
35800;11673;99563;CE;8/06/20;55;;;;;;
35801;11749;100141;CC;7/06/20;53;;;;;;
35802;11664;103140;CC;6/06/20;31;;;;;;
35803;11707;101167;CC;6/06/20;41;;;;;;
35804;11679;98039;CC;5/06/20;34;;;;;;
35805;11705;97655;CE;5/06/20;41;;;;;;
35806;11721;96171;CE;3/06/20;54;;;;;;
35807;11663;98521;CC;2/06/20;55;;;;;;
35808;11684;99347;CC;2/06/20;50;;;;;;
35809;11695;102507;TI;2/06/20;59;;;;;;
35810;11713;96548;CC;2/06/20;50;;;;;;
35811;11702;96127;CC;1/06/20;50;;;;;;
35812;11735;93706;CC;1/06/20;56;;;;;;
35813;11756;99415;CE;1/06/20;48;;;;;;
35814;11608;96534;CE;31/05/20;43;;;;;;
35815;11571;99339;CE;30/05/20;56;;;;;;
35816;11600;101881;CE;30/05/20;51;;;;;;
35817;11631;102955;CC;30/05/20;57;;;;;;
35818;11602;99558;CC;28/05/20;56;;;;;;
35819;11580;95509;CC;27/05/20;39;;;;;;
35820;11632;100175;CC;27/05/20;48;;;;;;
35821;11654;95767;CE;26/05/20;41;;;;;;
35822;11592;98047;CE;24/05/20;52;;;;;;
35823;11627;100019;CE;24/05/20;39;;;;;;
35824;11655;95284;CE;23/05/20;48;;;;;;
35825;11561;103210;CC;21/05/20;59;;;;;;
35826;11625;97279;CE;21/05/20;56;;;;;;
35827;11599;101796;CE;20/05/20;55;;;;;;
35828;11562;98292;CC;19/05/20;46;;;;;;
35829;11619;96032;CE;18/05/20;48;;;;;;
35830;11633;100725;CE;18/05/20;60;;;;;;
35831;11640;97494;CE;18/05/20;45;;;;;;
35832;11648;100083;CE;18/05/20;32;;;;;;
35833;11653;101688;CC;18/05/20;50;;;;;;
35834;11657;97902;CE;18/05/20;32;;;;;;
35835;11613;103250;CE;17/05/20;51;;;;;;
35836;11615;102556;CC;17/05/20;56;;;;;;
35837;11628;102174;CC;17/05/20;38;;;;;;
35838;11652;98428;CE;17/05/20;46;;;;;;
35839;11567;97924;CE;16/05/20;48;;;;;;
35840;11597;100278;CE;16/05/20;42;;;;;;
35841;11634;97831;CE;16/05/20;60;;;;;;
35842;11591;100356;CE;15/05/20;56;;;;;;
35843;11637;98548;CC;15/05/20;49;;;;;;
35844;11642;94603;CC;15/05/20;57;;;;;;
35845;11588;103240;CE;14/05/20;53;;;;;;
35846;11629;100828;CC;14/05/20;32;;;;;;
35847;11660;99827;CC;14/05/20;46;;;;;;
35848;11583;93979;CC;13/05/20;59;;;;;;
35849;11579;102874;CC;10/05/20;57;;;;;;
35850;11614;100219;CC;10/05/20;33;;;;;;
35851;11601;100988;CC;9/05/20;33;;;;;;
35852;11617;98023;CC;9/05/20;31;;;;;;
35853;11569;94770;CC;7/05/20;47;;;;;;
35854;11596;97442;CE;6/05/20;35;;;;;;
35855;11621;98953;CC;5/05/20;48;;;;;;
35856;11563;98153;CE;4/05/20;55;;;;;;
35857;11609;101042;CC;3/05/20;53;;;;;;
35858;11626;96084;CC;3/05/20;36;;;;;;
35859;11636;102656;CC;3/05/20;35;;;;;;
35860;11643;93633;CE;3/05/20;40;;;;;;
35861;11590;96377;CE;2/05/20;40;;;;;;
35862;11598;97918;CE;2/05/20;45;;;;;;
35863;11644;94959;CE;1/05/20;31;;;;;;
35864;11658;96584;CC;1/05/20;50;;;;;;
35865;11594;94879;CE;30/04/20;59;;;;;;
35866;11635;97857;CC;30/04/20;60;;;;;;
35867;11570;94593;CC;29/04/20;42;;;;;;
35868;11641;101654;CE;29/04/20;49;;;;;;
35869;11577;101590;CC;28/04/20;37;;;;;;
35870;11593;96052;CE;28/04/20;37;;;;;;
35871;11623;100992;CE;28/04/20;57;;;;;;
35872;11624;99132;CE;28/04/20;40;;;;;;
35873;11639;102338;CC;27/04/20;37;;;;;;
35874;11564;96968;CE;26/04/20;44;;;;;;
35875;11647;95166;CC;26/04/20;51;;;;;;
35876;11595;98239;CC;25/04/20;60;;;;;;
35877;11656;102487;CC;23/04/20;46;;;;;;
35878;11603;97919;CE;21/04/20;40;;;;;;
35879;11618;99384;CE;21/04/20;55;;;;;;
35880;11645;99240;CC;20/04/20;33;;;;;;
35881;11582;100894;CC;19/04/20;59;;;;;;
35882;11610;101843;CE;19/04/20;38;;;;;;
35883;11568;98045;CE;18/04/20;35;;;;;;
35884;11575;101601;CC;18/04/20;58;;;;;;
35885;11585;99962;CE;18/04/20;33;;;;;;
35886;11604;97262;CC;18/04/20;35;;;;;;
35887;11611;98207;CE;18/04/20;54;;;;;;
35888;11620;102048;CC;17/04/20;54;;;;;;
35889;11649;96257;CE;17/04/20;50;;;;;;
35890;11616;96060;CC;16/04/20;36;;;;;;
35891;11572;98702;CE;15/04/20;34;;;;;;
35892;11607;96790;CE;15/04/20;46;;;;;;
35893;11650;96799;TI;15/04/20;50;;;;;;
35894;11578;99485;CE;14/04/20;47;;;;;;
35895;11605;99644;CC;14/04/20;50;;;;;;
35896;11565;96444;CE;13/04/20;50;;;;;;
35897;11581;94925;CC;13/04/20;34;;;;;;
35898;11576;94983;CC;12/04/20;34;;;;;;
35899;11587;95913;CE;12/04/20;54;;;;;;
35900;11606;102833;CE;11/04/20;60;;;;;;
35901;11659;101089;CE;11/04/20;50;;;;;;
35902;11574;98081;TI;9/04/20;42;;;;;;
35903;11646;100510;TI;9/04/20;54;;;;;;
35904;11638;103340;CE;7/04/20;33;;;;;;
35905;11651;100959;CC;7/04/20;53;;;;;;
35906;11612;101605;CC;5/04/20;45;;;;;;
35907;11622;98041;CC;5/04/20;50;;;;;;
35908;11573;102100;CC;4/04/20;55;;;;;;
35909;11566;101602;CE;3/04/20;47;;;;;;
35910;11584;94773;CE;3/04/20;40;;;;;;
35911;11589;100475;CE;3/04/20;54;;;;;;
35912;11630;101291;CC;2/04/20;41;;;;;;
35913;11586;97421;CC;1/04/20;60;;;;;;
35914;10294;72224;CC;30/03/20;56;;;;;;
35915;10442;75944;CC;30/03/20;52;;;;;;
35916;10469;74589;CC;30/03/20;105;;;;;;
35917;10601;81277;CC;30/03/20;110;;;;;;
35918;10621;78845;TI;30/03/20;102;;;;;;
35919;10735;72848;CC;30/03/20;54;;;;;;
35920;10751;73379;CC;30/03/20;39;;;;;;
35921;10784;79647;CC;30/03/20;52;;;;;;
35922;10860;73467;CC;30/03/20;46;;;;;;
35923;10906;73483;CC;30/03/20;67;;;;;;
35924;10961;78624;CC;30/03/20;58;;;;;;
35925;10975;79732;CC;30/03/20;73;;;;;;
35926;11062;73734;CC;30/03/20;119;;;;;;
35927;11077;76139;CC;30/03/20;103;;;;;;
35928;11120;78734;CC;30/03/20;108;;;;;;
35929;11174;81562;CC;30/03/20;62;;;;;;
35930;11178;81462;CC;30/03/20;34;;;;;;
35931;11270;72285;CC;30/03/20;73;;;;;;
35932;11290;74143;CC;30/03/20;57;;;;;;
35933;11322;81357;CC;30/03/20;62;;;;;;
35934;11325;72475;CC;30/03/20;59;;;;;;
35935;10321;81645;CC;29/03/20;42;;;;;;
35936;10369;80305;CC;29/03/20;34;;;;;;
35937;10447;80225;CC;29/03/20;98;;;;;;
35938;10488;77896;CC;29/03/20;119;;;;;;
35939;10499;78786;CC;29/03/20;46;;;;;;
35940;10643;77801;CC;29/03/20;104;;;;;;
35941;10648;81800;TI;29/03/20;102;;;;;;
35942;10715;79761;CC;29/03/20;69;;;;;;
35943;10781;72996;CC;29/03/20;82;;;;;;
35944;10806;72852;CC;29/03/20;52;;;;;;
35945;10822;75561;CC;29/03/20;47;;;;;;
35946;10823;79781;TI;29/03/20;35;;;;;;
35947;10886;77274;CC;29/03/20;107;;;;;;
35948;10926;75183;CC;29/03/20;76;;;;;;
35949;10980;76838;CC;29/03/20;49;;;;;;
35950;11061;73651;CC;29/03/20;106;;;;;;
35951;11067;75706;CC;29/03/20;61;;;;;;
35952;11105;77616;CC;29/03/20;67;;;;;;
35953;11116;77568;CC;29/03/20;89;;;;;;
35954;11181;77898;CC;29/03/20;118;;;;;;
35955;11219;73472;CC;29/03/20;103;;;;;;
35956;11268;77562;CC;29/03/20;113;;;;;;
35957;11398;74010;CC;29/03/20;98;;;;;;
35958;11485;75755;CC;29/03/20;44;;;;;;
35959;11526;76571;CC;29/03/20;107;;;;;;
35960;10271;78787;CC;28/03/20;38;;;;;;
35961;10415;72766;CC;28/03/20;110;;;;;;
35962;10471;80414;CC;28/03/20;115;;;;;;
35963;10512;73276;CC;28/03/20;105;;;;;;
35964;10538;81643;CC;28/03/20;90;;;;;;
35965;10692;77931;CC;28/03/20;39;;;;;;
35966;10696;72647;CC;28/03/20;115;;;;;;
35967;10702;81495;CC;28/03/20;86;;;;;;
35968;10744;75276;CC;28/03/20;88;;;;;;
35969;10880;76819;CC;28/03/20;42;;;;;;
35970;10947;76618;CC;28/03/20;59;;;;;;
35971;10948;80292;CC;28/03/20;118;;;;;;
35972;10979;80167;CC;28/03/20;50;;;;;;
35973;11020;81793;CC;28/03/20;42;;;;;;
35974;11107;74427;CC;28/03/20;87;;;;;;
35975;11208;78202;CC;28/03/20;70;;;;;;
35976;11240;72400;CC;28/03/20;113;;;;;;
35977;11473;80458;CC;28/03/20;32;;;;;;
35978;11492;81658;CC;28/03/20;45;;;;;;
35979;11507;74704;CC;28/03/20;68;;;;;;
35980;10353;72846;CC;27/03/20;56;;;;;;
35981;10379;77753;CC;27/03/20;41;;;;;;
35982;10419;74952;CC;27/03/20;82;;;;;;
35983;10446;76659;CC;27/03/20;65;;;;;;
35984;10520;72472;CC;27/03/20;37;;;;;;
35985;10561;77605;CC;27/03/20;52;;;;;;
35986;10691;74043;CC;27/03/20;41;;;;;;
35987;10717;81491;CC;27/03/20;63;;;;;;
35988;10827;76174;CC;27/03/20;66;;;;;;
35989;10832;74832;CC;27/03/20;32;;;;;;
35990;10983;73766;CC;27/03/20;80;;;;;;
35991;10999;75693;CC;27/03/20;44;;;;;;
35992;11048;81068;CC;27/03/20;71;;;;;;
35993;11050;80018;CC;27/03/20;44;;;;;;
35994;11163;81213;CC;27/03/20;58;;;;;;
35995;11180;74796;CC;27/03/20;34;;;;;;
35996;11413;77775;CC;27/03/20;108;;;;;;
35997;11433;73866;CC;27/03/20;75;;;;;;
