IDALOJAMIENTO,DIRECCION,NUMHABITACION,TIPOHABITACION,TIPOOPHAB
2225,41 Warrior Junction,91185,Compartida,ViviendaUniv
2226,6794 Sauthoff Junction,63101,Compartida,ViviendaUniv
2227,84 Trailsway Circle,3,Compartida,ViviendaUniv
2228,28672 Cascade Crossing,7,Compartida,ViviendaUniv
2229,06 Pankratz Park,3876,Compartida,ViviendaUniv
2230,0437 Westport Park,63596,Compartida,ViviendaUniv
2231,1 Stuart Drive,62324,Compartida,ViviendaUniv
2232,2 Mallory Junction,87,Compartida,ViviendaUniv
2233,936 Golden Leaf Place,0,Compartida,ViviendaUniv
2234,32 Sloan Street,9039,Compartida,ViviendaUniv
2235,4947 Westridge Way,457,Compartida,ViviendaUniv
2236,22389 Sycamore Road,2,Compartida,ViviendaUniv
2237,1 Lyons Road,2200,Compartida,ViviendaUniv
2238,6478 Colorado Drive,86,Compartida,ViviendaUniv
2239,5 Parkside Point,91893,Compartida,ViviendaUniv
2240,9 Steensland Point,4170,Compartida,ViviendaUniv
2241,4232 Rockefeller Point,989,Compartida,ViviendaUniv
2242,37 Cambridge Drive,2,Compartida,ViviendaUniv
2243,41 Burning Wood Road,6156,Compartida,ViviendaUniv
2244,22 Victoria Street,3,Compartida,ViviendaUniv
2245,8746 Mosinee Drive,978,Compartida,ViviendaUniv
2246,168 Maple Plaza,4,Compartida,ViviendaUniv
2247,378 Hazelcrest Place,220,Compartida,ViviendaUniv
2248,59837 Donald Road,7955,Compartida,ViviendaUniv
2249,6850 Kim Court,7,Compartida,ViviendaUniv
2250,0189 Merchant Parkway,34393,Compartida,ViviendaUniv
2251,676 Bay Park,9049,Compartida,ViviendaUniv
2252,97823 Meadow Valley Center,88391,Compartida,ViviendaUniv
2253,0359 Cody Plaza,5,Compartida,ViviendaUniv
2254,3 Sutherland Court,583,Compartida,ViviendaUniv
2255,14329 Grayhawk Lane,57153,Compartida,ViviendaUniv
2256,51 Delladonna Terrace,2,Compartida,ViviendaUniv
2257,939 Eggendart Trail,27,Compartida,ViviendaUniv
2258,31462 Muir Drive,0894,Compartida,ViviendaUniv
2259,2 Kings Terrace,12,Compartida,ViviendaUniv
2260,699 Katie Center,09,Compartida,ViviendaUniv
2261,7 Vidon Way,11807,Compartida,ViviendaUniv
2262,4 Park Meadow Park,910,Compartida,ViviendaUniv
2263,53756 Calypso Center,1772,Compartida,ViviendaUniv
2264,1573 Drewry Junction,19602,Compartida,ViviendaUniv
2265,88257 Ramsey Road,451,Compartida,ViviendaUniv
2266,297 Northwestern Parkway,516,Compartida,ViviendaUniv
2267,6170 Barnett Way,08,Compartida,ViviendaUniv
2268,16727 Dennis Terrace,98506,Compartida,ViviendaUniv
2269,1621 Arizona Center,90,Compartida,ViviendaUniv
2270,795 Colorado Center,8,Compartida,ViviendaUniv
2271,21786 Thackeray Place,167,Compartida,ViviendaUniv
2272,1 Homewood Trail,5220,Compartida,ViviendaUniv
2273,63769 Stoughton Pass,286,Compartida,ViviendaUniv
2274,3 Anniversary Street,16,Compartida,ViviendaUniv
2275,77258 Lighthouse Bay Parkway,84,Compartida,ViviendaUniv
2276,29846 Macpherson Circle,35091,Compartida,ViviendaUniv
2277,91596 Esch Circle,2,Compartida,ViviendaUniv
2278,515 Rigney Circle,565,Compartida,ViviendaUniv
2279,78 Pawling Junction,95,Compartida,ViviendaUniv
2280,88 Pine View Junction,4378,Compartida,ViviendaUniv
2281,95 Veith Terrace,9444,Compartida,ViviendaUniv
2282,86259 La Follette Junction,95,Compartida,ViviendaUniv
2283,08576 Melrose Alley,6,Compartida,ViviendaUniv
2284,0390 Bartillon Lane,839,Compartida,ViviendaUniv
2285,8 Meadow Valley Road,21897,Compartida,ViviendaUniv
2286,33 Fisk Way,27249,Compartida,ViviendaUniv
2287,9 Mallard Lane,519,Compartida,ViviendaUniv
2288,069 Clyde Gallagher Junction,5093,Compartida,ViviendaUniv
2289,2048 Haas Alley,09,Compartida,ViviendaUniv
2290,116 Northwestern Alley,71458,Compartida,ViviendaUniv
2291,7565 Vahlen Court,55031,Compartida,ViviendaUniv
2292,8888 Merrick Way,69098,Compartida,ViviendaUniv
2293,5879 Fisk Crossing,23,Compartida,ViviendaUniv
2294,7 Prairieview Way,304,Compartida,ViviendaUniv
2295,10029 Mandrake Junction,728,Compartida,ViviendaUniv
2296,2 Sunbrook Crossing,72429,Compartida,ViviendaUniv
2297,6 Old Shore Road,5,Compartida,ViviendaUniv
2298,29365 Randy Drive,9727,Compartida,ViviendaUniv
2299,41947 Stone Corner Junction,1,Compartida,ViviendaUniv
2300,347 Coleman Center,36665,Compartida,ViviendaUniv
2301,5 Helena Center,20,Compartida,ViviendaUniv
2302,0127 Oriole Place,684,Compartida,ViviendaUniv
2303,8240 Fallview Trail,6014,Compartida,ViviendaUniv
2304,38 Rusk Way,73418,Compartida,ViviendaUniv
2305,0092 Novick Trail,78,Compartida,ViviendaUniv
2306,02 Twin Pines Hill,32,Compartida,ViviendaUniv
2307,0 Elka Plaza,68,Compartida,ViviendaUniv
2308,570 Nevada Way,55,Compartida,ViviendaUniv
2309,31966 Grayhawk Center,73741,Compartida,ViviendaUniv
2310,6433 Nevada Trail,565,Compartida,ViviendaUniv
2311,0 Riverside Drive,06731,Compartida,ViviendaUniv
2312,9031 Westport Pass,6110,Compartida,ViviendaUniv
2313,388 Division Way,53,Compartida,ViviendaUniv
2314,9354 Comanche Place,6405,Compartida,ViviendaUniv
2315,90668 Stoughton Place,83167,Compartida,ViviendaUniv
2316,882 Eagan Park,30726,Compartida,ViviendaUniv
2317,223 Farwell Lane,26,Compartida,ViviendaUniv
2318,1 Anderson Drive,75,Compartida,ViviendaUniv
2319,840 Corry Circle,43,Compartida,ViviendaUniv
2320,5 Marquette Drive,1,Compartida,ViviendaUniv
2321,06 Lakewood Terrace,0,Compartida,ViviendaUniv
2322,253 Towne Road,648,Compartida,ViviendaUniv
2323,98075 Wayridge Park,43,Compartida,ViviendaUniv
2324,5 Scoville Crossing,64,Compartida,ViviendaUniv
2325,1088 Kinsman Circle,044,Compartida,ViviendaUniv
2326,8433 Anhalt Park,5,Compartida,ViviendaUniv
2327,010 Riverside Drive,14,Compartida,ViviendaUniv
2328,18 Johnson Center,54442,Compartida,ViviendaUniv
2329,28 Thompson Avenue,5032,Compartida,ViviendaUniv
2330,52075 Ridgeview Street,69,Compartida,ViviendaUniv
2331,7397 Caliangt Point,631,Compartida,ViviendaUniv
2332,7 Milwaukee Junction,268,Compartida,ViviendaUniv
2333,8815 Fairview Place,52854,Compartida,ViviendaUniv
2334,4 Hooker Parkway,7,Compartida,ViviendaUniv
2335,1 Brickson Park Lane,821,Compartida,ViviendaUniv
2336,2 Arkansas Hill,9077,Compartida,ViviendaUniv
2337,51890 Merrick Plaza,0408,Compartida,ViviendaUniv
2338,757 Becker Drive,201,Compartida,ViviendaUniv
2339,545 Esker Place,36622,Compartida,ViviendaUniv
2340,824 Vidon Plaza,2,Compartida,ViviendaUniv
2341,6 Elmside Road,0,Compartida,ViviendaUniv
2342,98 Messerschmidt Way,4388,Compartida,ViviendaUniv
2343,94 Dahle Park,1898,Compartida,ViviendaUniv
2344,9 Gerald Circle,9870,Compartida,ViviendaUniv
2345,5884 Waywood Pass,22,Compartida,ViviendaUniv
2346,3410 Northland Lane,9337,Compartida,ViviendaUniv
2347,58015 Birchwood Crossing,880,Compartida,ViviendaUniv
2348,160 Little Fleur Drive,3483,Compartida,ViviendaUniv
2349,17 Grover Street,2056,Compartida,ViviendaUniv
2350,124 Cherokee Park,58,Compartida,ViviendaUniv
2351,8785 Bultman Parkway,16585,Compartida,ViviendaUniv
2352,0627 Orin Court,96,Compartida,ViviendaUniv
2353,4843 Center Circle,2110,Compartida,ViviendaUniv
2354,2587 Vahlen Plaza,59665,Compartida,ViviendaUniv
2355,4 Butternut Circle,46654,Compartida,ViviendaUniv
2356,25 Waubesa Pass,0,Compartida,ViviendaUniv
2357,19 Novick Junction,19,Compartida,ViviendaUniv
2358,18 Butternut Lane,96,Compartida,ViviendaUniv
2359,55 Golf Course Junction,22,Compartida,ViviendaUniv
2360,0 4th Hill,94,Compartida,ViviendaUniv
2361,87777 Bashford Crossing,0568,Compartida,ViviendaUniv
2362,296 Stang Lane,9,Compartida,ViviendaUniv
2363,17 Karstens Place,49,Compartida,ViviendaUniv
2364,53 Valley Edge Alley,57559,Compartida,ViviendaUniv
2365,61 Vernon Hill,240,Compartida,ViviendaUniv
2366,515 Lakeland Trail,90,Compartida,ViviendaUniv
2367,6 Little Fleur Junction,771,Compartida,ViviendaUniv
2368,119 Holy Cross Parkway,7,Compartida,ViviendaUniv
2369,390 Drewry Parkway,17,Compartida,ViviendaUniv
2370,30977 Eastwood Avenue,6,Compartida,ViviendaUniv
2371,4784 Rigney Hill,353,Compartida,ViviendaUniv
2372,0 International Center,837,Compartida,ViviendaUniv
2373,8 Nancy Way,302,Compartida,ViviendaUniv
2374,09 Farwell Crossing,6576,Compartida,ViviendaUniv
2375,3964 Little Fleur Lane,130,Compartida,ViviendaUniv
2376,26189 Cody Lane,39167,Compartida,ViviendaUniv
2377,6291 Duke Parkway,7331,Compartida,ViviendaUniv
2378,17 Forest Run Plaza,7559,Compartida,ViviendaUniv
2379,5 Vermont Court,91,Compartida,ViviendaUniv
2380,049 Warbler Road,7,Compartida,ViviendaUniv
2381,26 Anzinger Place,9535,Compartida,ViviendaUniv
2382,13 Cherokee Street,28646,Compartida,ViviendaUniv
2383,05289 Fieldstone Way,9,Compartida,ViviendaUniv
2384,46679 Maryland Park,0,Compartida,ViviendaUniv
2385,8456 Hudson Hill,38,Compartida,ViviendaUniv
2386,14298 Prairie Rose Plaza,7815,Compartida,ViviendaUniv
2387,572 John Wall Road,70,Compartida,ViviendaUniv
2388,68 Carey Point,15,Compartida,ViviendaUniv
2389,68287 Hansons Park,02,Compartida,ViviendaUniv
2390,5125 Heath Hill,913,Compartida,ViviendaUniv
2391,16183 Clarendon Court,73823,Compartida,ViviendaUniv
2392,6313 Mosinee Junction,2513,Compartida,ViviendaUniv
2393,181 Westerfield Park,1,Compartida,ViviendaUniv
2394,719 Heath Way,482,Compartida,ViviendaUniv
2395,535 Garrison Parkway,1093,Compartida,ViviendaUniv
2396,6 Nevada Avenue,510,Compartida,ViviendaUniv
2397,27878 Nevada Circle,67766,Compartida,ViviendaUniv
2398,8 Carey Junction,97390,Compartida,ViviendaUniv
2399,8 Magdeline Terrace,81,Compartida,ViviendaUniv
2400,77986 Bayside Street,80,Compartida,ViviendaUniv
2401,0 Mifflin Circle,315,Compartida,ViviendaUniv
2402,35653 Nova Parkway,60,Compartida,ViviendaUniv
2403,72474 Debra Terrace,142,Compartida,ViviendaUniv
2404,783 Briar Crest Place,9,Compartida,ViviendaUniv
2405,58 Sullivan Street,89654,Compartida,ViviendaUniv
2406,77 Stoughton Lane,307,Compartida,ViviendaUniv
2407,1 Veith Hill,261,Compartida,ViviendaUniv
2408,79 West Place,8,Compartida,ViviendaUniv
2409,437 Marcy Trail,18898,Compartida,ViviendaUniv
2410,06682 Morrow Place,958,Compartida,ViviendaUniv
2411,7198 Maryland Court,761,Compartida,ViviendaUniv
2412,3 Lighthouse Bay Way,04,Compartida,ViviendaUniv
2413,10 Becker Trail,2,Compartida,ViviendaUniv
2414,1 Hudson Court,93791,Compartida,ViviendaUniv
2415,4894 Sloan Parkway,17,Compartida,ViviendaUniv
2416,591 International Crossing,88,Compartida,ViviendaUniv
2417,8 Kenwood Junction,377,Compartida,ViviendaUniv
2418,0454 Melby Point,806,Compartida,ViviendaUniv
2419,0643 Valley Edge Hill,699,Compartida,ViviendaUniv
2420,60 Miller Lane,9,Compartida,ViviendaUniv
2421,3 Superior Avenue,5,Compartida,ViviendaUniv
2422,8 Melody Crossing,5512,Compartida,ViviendaUniv
2423,0 Scott Terrace,03970,Compartida,ViviendaUniv
2424,09 Nelson Place,63,Compartida,ViviendaUniv
2425,5 Eastwood Road,02426,Compartida,ViviendaUniv
2426,81 Tomscot Avenue,366,Compartida,ViviendaUniv
2427,330 Sullivan Lane,977,Compartida,ViviendaUniv
2428,11 Rutledge Park,2810,Compartida,ViviendaUniv
2429,008 Truax Terrace,6371,Compartida,ViviendaUniv
2430,69 Pierstorff Alley,47755,Compartida,ViviendaUniv
2431,8873 Holmberg Pass,1370,Compartida,ViviendaUniv
2432,71 Little Fleur Crossing,0384,Compartida,ViviendaUniv
2433,2 Autumn Leaf Parkway,3,Compartida,ViviendaUniv
2434,971 Dakota Terrace,312,Compartida,ViviendaUniv
2435,977 Sunfield Lane,659,Compartida,ViviendaUniv
2436,50986 Ryan Way,8478,Compartida,ViviendaUniv
2437,011 Carioca Circle,219,Compartida,ViviendaUniv
2438,1939 Northland Place,328,Compartida,ViviendaUniv
2439,80924 Emmet Trail,53,Compartida,ViviendaUniv
2440,16 Dayton Parkway,4,Compartida,ViviendaUniv
2441,3 American Avenue,24896,Compartida,ViviendaUniv
2442,02 Tomscot Pass,35934,Compartida,ViviendaUniv
2443,01 Grasskamp Drive,4,Compartida,ViviendaUniv
2444,709 Saint Paul Plaza,33416,Compartida,ViviendaUniv
2445,93 Service Terrace,2371,Compartida,ViviendaUniv
2446,8209 Loomis Drive,91335,Compartida,ViviendaUniv
2447,260 West Terrace,6509,Compartida,ViviendaUniv
2448,84 Stoughton Avenue,395,Compartida,ViviendaUniv
2449,5315 Maywood Hill,27,Compartida,ViviendaUniv
2450,9315 Merry Avenue,4403,Compartida,ViviendaUniv
2451,98032 Division Lane,60484,Compartida,ViviendaUniv
2452,07800 Canary Way,66,Compartida,ViviendaUniv
2453,1587 Birchwood Lane,9,Compartida,ViviendaUniv
2454,44 Crownhardt Plaza,1358,Compartida,ViviendaUniv
2455,51628 Tennessee Circle,34814,Compartida,ViviendaUniv
2456,166 Cambridge Center,5,Compartida,ViviendaUniv
2457,536 Forest Junction,9011,Compartida,ViviendaUniv
2458,676 East Road,8,Compartida,ViviendaUniv
2459,916 Vidon Crossing,82,Compartida,ViviendaUniv
2460,5643 Pleasure Hill,3,Compartida,ViviendaUniv
2461,5349 Sutteridge Court,7,Compartida,ViviendaUniv
2462,61 Colorado Lane,37,Compartida,ViviendaUniv
2463,42 Little Fleur Junction,6,Compartida,ViviendaUniv
2464,73 Talmadge Avenue,86550,Compartida,ViviendaUniv
2465,30541 Dakota Circle,7,Compartida,ViviendaUniv
2466,8 Sage Hill,19,Compartida,ViviendaUniv
2467,26867 Tennessee Avenue,50,Compartida,ViviendaUniv
2468,29 Sugar Alley,2186,Compartida,ViviendaUniv
2469,753 Main Avenue,1,Compartida,ViviendaUniv
2470,1 Susan Junction,84,Compartida,ViviendaUniv
2471,6082 Victoria Center,479,Compartida,ViviendaUniv
2472,6985 Fremont Hill,273,Compartida,ViviendaUniv
2473,58297 Emmet Place,30774,Compartida,ViviendaUniv
2474,15 Kedzie Center,959,Compartida,ViviendaUniv
2475,83 Cascade Park,908,Compartida,ViviendaUniv
2476,73 Veith Parkway,5920,Compartida,ViviendaUniv
2477,3 Westerfield Drive,8355,Compartida,ViviendaUniv
2478,3 Green Place,42066,Compartida,ViviendaUniv
2479,3811 Red Cloud Drive,684,Compartida,ViviendaUniv
2480,468 Laurel Parkway,52,Compartida,ViviendaUniv
2481,77 Dennis Road,9389,Compartida,ViviendaUniv
2482,500 Crowley Way,33,Compartida,ViviendaUniv
2483,00867 Hoffman Point,36226,Compartida,ViviendaUniv
2484,5 Morrow Lane,25730,Compartida,ViviendaUniv
2485,72 Schurz Pass,008,Compartida,ViviendaUniv
2486,8 Prentice Way,237,Compartida,ViviendaUniv
2487,3866 Stuart Street,7927,Compartida,ViviendaUniv
2488,0 Morrow Drive,5641,Compartida,ViviendaUniv
2489,276 Rutledge Terrace,2,Compartida,ViviendaUniv
2490,8 Moose Place,35085,Compartida,ViviendaUniv
2491,850 Dixon Road,0022,Compartida,ViviendaUniv
2492,9 Morningstar Point,36365,Compartida,ViviendaUniv
2493,5701 Sage Street,36,Compartida,ViviendaUniv
2494,811 Harper Circle,94,Compartida,ViviendaUniv
2495,58457 Moland Alley,66026,Compartida,ViviendaUniv
2496,7 Lillian Lane,6,Compartida,ViviendaUniv
2497,71 Crowley Drive,31851,Compartida,ViviendaUniv
2498,4 Golf Plaza,8,Compartida,ViviendaUniv
2499,7 Eagle Crest Plaza,70599,Compartida,ViviendaUniv
2500,5696 Manufacturers Road,4,Compartida,ViviendaUniv
2501,2165 Waywood Parkway,39,Compartida,ViviendaUniv
2502,6 Dorton Crossing,0,Compartida,ViviendaUniv
2503,5716 Nova Park,12736,Compartida,ViviendaUniv
2504,5 Sloan Circle,3996,Compartida,ViviendaUniv
2505,608 Maple Wood Point,6918,Compartida,ViviendaUniv
2506,9030 Summer Ridge Terrace,21,Compartida,ViviendaUniv
2507,27215 Union Circle,989,Compartida,ViviendaUniv
2508,7 Oneill Pass,6225,Compartida,ViviendaUniv
2509,0122 Dryden Trail,136,Compartida,ViviendaUniv
2510,3 Thackeray Plaza,578,Compartida,ViviendaUniv
2511,001 Dovetail Way,752,Compartida,ViviendaUniv
2512,5378 Melody Crossing,6819,Compartida,ViviendaUniv
2513,7 Ramsey Way,74388,Compartida,ViviendaUniv
2514,96059 Susan Parkway,75,Compartida,ViviendaUniv
2515,2 Arizona Parkway,7,Compartida,ViviendaUniv
2516,310 Forest Run Terrace,7823,Compartida,ViviendaUniv
2517,73 Eggendart Avenue,998,Compartida,ViviendaUniv
2518,565 Del Mar Center,7,Compartida,ViviendaUniv
2519,3944 International Center,5322,Compartida,ViviendaUniv
2520,4 Loomis Avenue,7959,Compartida,ViviendaUniv
2521,0486 Reinke Place,01690,Compartida,ViviendaUniv
2522,4938 Randy Terrace,085,Compartida,ViviendaUniv
2523,145 Butternut Center,5298,Compartida,ViviendaUniv
2524,1209 Evergreen Crossing,4569,Compartida,ViviendaUniv
2525,6 Bluejay Place,28024,Compartida,ViviendaUniv
2526,91912 Jackson Place,25,Compartida,ViviendaUniv
2527,200 Maple Circle,700,Compartida,ViviendaUniv
2528,8748 Waubesa Junction,252,Compartida,ViviendaUniv
2529,8848 Sloan Pass,4941,Compartida,ViviendaUniv
2530,1 Montana Junction,36677,Compartida,ViviendaUniv
2531,6887 Elmside Court,024,Compartida,ViviendaUniv
2532,5656 Summit Place,88967,Compartida,ViviendaUniv
2533,99951 Bellgrove Place,99,Compartida,ViviendaUniv
2534,0 Katie Parkway,6,Compartida,ViviendaUniv
2535,69282 Melody Junction,34,Compartida,ViviendaUniv
2536,925 Ohio Drive,3551,Compartida,ViviendaUniv
2537,15 Cardinal Hill,0,Compartida,ViviendaUniv
2538,774 Nevada Terrace,048,Compartida,ViviendaUniv
2539,17 2nd Place,0,Compartida,ViviendaUniv
2540,3399 Schurz Crossing,119,Compartida,ViviendaUniv
2541,7 Stuart Plaza,95069,Compartida,ViviendaUniv
2542,2757 Mesta Trail,8,Compartida,ViviendaUniv
2543,5343 Bunting Park,56,Compartida,ViviendaUniv
2544,17 Cody Parkway,13311,Compartida,ViviendaUniv
2545,2 Miller Junction,41270,Compartida,ViviendaUniv
2546,0 Randy Trail,981,Compartida,ViviendaUniv
2547,49 Forest Crossing,204,Compartida,ViviendaUniv
2548,30137 Wayridge Pass,1,Compartida,ViviendaUniv
2549,9550 Blackbird Junction,5,Compartida,ViviendaUniv
2550,0841 Kensington Circle,366,Compartida,ViviendaUniv
2551,20613 Elka Junction,289,Compartida,ViviendaUniv
2552,2380 Elka Lane,2836,Compartida,ViviendaUniv
2553,92363 Goodland Park,82,Compartida,ViviendaUniv
2554,7 Banding Crossing,84550,Compartida,ViviendaUniv
2555,5891 Lake View Center,43377,Compartida,ViviendaUniv
2556,466 Rieder Parkway,6,Compartida,ViviendaUniv
2557,7373 Troy Park,9,Compartida,ViviendaUniv
2558,81 Sauthoff Trail,13,Compartida,ViviendaUniv
2559,4231 Spenser Plaza,5,Compartida,ViviendaUniv
2560,801 Di Loreto Circle,621,Compartida,ViviendaUniv
2561,549 Marcy Plaza,7,Compartida,ViviendaUniv
2562,568 4th Road,78831,Compartida,ViviendaUniv
2563,11496 High Crossing Way,6770,Compartida,ViviendaUniv
2564,0 Hagan Circle,46,Compartida,ViviendaUniv
2565,1 Walton Court,68706,Compartida,ViviendaUniv
2566,85930 Burning Wood Pass,43,Compartida,ViviendaUniv
2567,324 Sachs Circle,0,Compartida,ViviendaUniv
2568,3662 Upham Lane,55,Compartida,ViviendaUniv
2569,71 Hauk Road,1,Compartida,ViviendaUniv
2570,1029 Hooker Plaza,6922,Compartida,ViviendaUniv
2571,43 Veith Hill,34,Compartida,ViviendaUniv
2572,307 Brentwood Drive,38,Compartida,ViviendaUniv
2573,3417 Manufacturers Way,611,Compartida,ViviendaUniv
2574,35 Westend Junction,1518,Compartida,ViviendaUniv
2575,11201 Londonderry Circle,7,Compartida,ViviendaUniv
2576,341 Cascade Parkway,683,Compartida,ViviendaUniv
2577,05 Merchant Hill,1,Compartida,ViviendaUniv
2578,0156 Dawn Junction,125,Compartida,ViviendaUniv
2579,49259 Parkside Drive,3,Compartida,ViviendaUniv
2580,4991 Melvin Street,6473,Compartida,ViviendaUniv
2581,59977 Springs Parkway,0,Compartida,ViviendaUniv
2582,97 Texas Plaza,840,Compartida,ViviendaUniv
2583,708 Spohn Street,1405,Compartida,ViviendaUniv
2584,87282 Dwight Place,530,Compartida,ViviendaUniv
2585,472 Grasskamp Place,10099,Compartida,ViviendaUniv
2586,40934 Toban Circle,25735,Compartida,ViviendaUniv
2587,28216 Reindahl Drive,6,Compartida,ViviendaUniv
2588,325 Lillian Road,7791,Compartida,ViviendaUniv
2589,80 Vidon Pass,5,Compartida,ViviendaUniv
2590,4294 Steensland Lane,5053,Compartida,ViviendaUniv
2591,13 Killdeer Alley,228,Compartida,ViviendaUniv
2592,31389 Sullivan Crossing,0411,Compartida,ViviendaUniv
2593,093 Crownhardt Junction,714,Compartida,ViviendaUniv
2594,39 Homewood Junction,4,Compartida,ViviendaUniv
2595,423 Mcbride Alley,57328,Compartida,ViviendaUniv
2596,68 Prairie Rose Lane,336,Compartida,ViviendaUniv
2597,75 Mockingbird Point,0,Compartida,ViviendaUniv
2598,160 Continental Pass,8,Compartida,ViviendaUniv
2599,0 Clarendon Way,6062,Compartida,ViviendaUniv
2600,58079 Stuart Hill,3098,Compartida,ViviendaUniv
2601,3 Shoshone Hill,5607,Compartida,ViviendaUniv
2602,33048 Del Sol Alley,8,Compartida,ViviendaUniv
2603,98204 Kingsford Court,203,Compartida,ViviendaUniv
2604,20235 2nd Road,3,Compartida,ViviendaUniv
2605,870 Lindbergh Alley,05,Compartida,ViviendaUniv
2606,4 Independence Drive,5544,Compartida,ViviendaUniv
2607,05 Fieldstone Terrace,759,Compartida,ViviendaUniv
2608,60 Susan Avenue,7,Compartida,ViviendaUniv
2609,76716 Muir Street,09,Compartida,ViviendaUniv
2610,7812 Hoard Drive,2,Compartida,ViviendaUniv
2611,49435 Waxwing Point,74,Compartida,ViviendaUniv
2612,4 4th Circle,175,Compartida,ViviendaUniv
2613,639 Sunnyside Trail,31756,Compartida,ViviendaUniv
2614,8 Orin Crossing,7,Compartida,ViviendaUniv
2615,48 Cordelia Center,4480,Compartida,ViviendaUniv
2616,4154 Monument Avenue,6,Compartida,ViviendaUniv
2617,0664 Mitchell Street,510,Compartida,ViviendaUniv
2618,1 Waubesa Lane,7738,Compartida,ViviendaUniv
2619,649 Vermont Trail,25527,Compartida,ViviendaUniv
2620,905 Aberg Parkway,16574,Compartida,ViviendaUniv
2621,21266 Waxwing Center,78441,Compartida,ViviendaUniv
2622,8 Ruskin Point,24,Compartida,ViviendaUniv
2623,4255 Hanover Circle,44147,Compartida,ViviendaUniv
2624,00516 Fieldstone Court,42,Compartida,ViviendaUniv
2625,3018 Melrose Junction,29,Compartida,ViviendaUniv
2626,827 Goodland Plaza,60958,Compartida,ViviendaUniv
2627,03760 Autumn Leaf Avenue,029,Compartida,ViviendaUniv
2628,1 Lakewood Gardens Parkway,930,Compartida,ViviendaUniv
2629,1 Gerald Way,63721,Compartida,ViviendaUniv
2630,65328 Roth Alley,55277,Compartida,ViviendaUniv
2631,21 Kinsman Parkway,94,Compartida,ViviendaUniv
2632,6 Westridge Place,76116,Compartida,ViviendaUniv
2633,939 Washington Court,59,Compartida,ViviendaUniv
2634,1358 Autumn Leaf Alley,612,Compartida,ViviendaUniv
2635,2700 Mayfield Center,92853,Compartida,ViviendaUniv
2636,91 Mandrake Road,4623,Compartida,ViviendaUniv
2637,764 Canary Junction,66186,Compartida,ViviendaUniv
2638,78844 Marquette Circle,935,Compartida,ViviendaUniv
2639,48 Myrtle Circle,88904,Compartida,ViviendaUniv
2640,2869 Thierer Trail,91,Compartida,ViviendaUniv
2641,910 Macpherson Place,564,Compartida,ViviendaUniv
2642,392 Surrey Junction,82222,Compartida,ViviendaUniv
2643,3 Pine View Park,22,Compartida,ViviendaUniv
2644,821 Moulton Junction,2013,Compartida,ViviendaUniv
2645,85987 Talisman Plaza,0,Compartida,ViviendaUniv
2646,77 Sheridan Parkway,4433,Compartida,ViviendaUniv
2647,86 Oriole Place,6630,Compartida,ViviendaUniv
2648,69 Mockingbird Alley,695,Compartida,ViviendaUniv
2649,14235 Starling Terrace,53199,Compartida,ViviendaUniv
2650,454 Bultman Parkway,00025,Compartida,ViviendaUniv
2651,275 Alpine Hill,948,Compartida,ViviendaUniv
2652,888 Cottonwood Crossing,72548,Compartida,ViviendaUniv
2653,76886 Westerfield Place,49,Compartida,ViviendaUniv
2654,3 Reindahl Pass,585,Compartida,ViviendaUniv
2655,90917 Westridge Parkway,4266,Compartida,ViviendaUniv
2656,42 Thierer Parkway,1,Compartida,ViviendaUniv
2657,88373 Luster Road,33886,Compartida,ViviendaUniv
2658,16464 Rowland Alley,89,Compartida,ViviendaUniv
2659,82 Blue Bill Park Hill,1,Compartida,ViviendaUniv
2660,0 Oxford Terrace,8233,Compartida,ViviendaUniv
2661,506 Lunder Parkway,7,Compartida,ViviendaUniv
2662,0928 Orin Circle,3844,Compartida,ViviendaUniv
2663,018 1st Terrace,899,Compartida,ViviendaUniv
2664,9179 Crowley Drive,37904,Compartida,ViviendaUniv
2665,13 Petterle Pass,74452,Compartida,ViviendaUniv
2666,0980 2nd Avenue,986,Compartida,ViviendaUniv
2667,1337 Johnson Road,82,Compartida,ViviendaUniv
2668,53240 Northport Circle,4043,Compartida,ViviendaUniv
2669,79 Pine View Crossing,09759,Compartida,ViviendaUniv
2670,51 Shasta Terrace,417,Compartida,ViviendaUniv
2671,15 Pierstorff Court,098,Compartida,ViviendaUniv
2672,9380 American Crossing,2,Compartida,ViviendaUniv
2673,83 4th Street,148,Compartida,ViviendaUniv
2674,64 Kedzie Street,0,Compartida,ViviendaUniv
2675,98 Veith Way,2117,Compartida,ViviendaUniv
2676,688 Brentwood Park,90510,Compartida,ViviendaUniv
2677,4 Sherman Circle,1,Compartida,ViviendaUniv
2678,61030 Sheridan Parkway,5001,Compartida,ViviendaUniv
2679,65339 Darwin Lane,65309,Compartida,ViviendaUniv
2680,64 Brickson Park Court,9,Compartida,ViviendaUniv
2681,8 Ryan Hill,0,Compartida,ViviendaUniv
2682,0 3rd Drive,2,Compartida,ViviendaUniv
2683,1 Ilene Lane,48,Compartida,ViviendaUniv
2684,4502 Forest Way,29,Compartida,ViviendaUniv
2685,1 Bluejay Pass,9474,Compartida,ViviendaUniv
2686,227 Summer Ridge Street,4267,Compartida,ViviendaUniv
2687,2268 Redwing Plaza,74767,Compartida,ViviendaUniv
2688,98452 Gerald Lane,3,Compartida,ViviendaUniv
2689,9 Buena Vista Way,26637,Compartida,ViviendaUniv
