IDALOJAMIENTO,DIRECCION,NUMHABITACION,TIPOHABITACION,TIPOOPHAB
8260,609 Main Lane,3,Individual,PersonaNatural
8261,382 Bayside Terrace,1,Individual,PersonaNatural
8262,835 Sommers Hill,3,Individual,PersonaNatural
8263,24867 Holmberg Plaza,2,Individual,PersonaNatural
8264,65401 Gina Avenue,2,Compartida,PersonaNatural
8265,115 Prairie Rose Lane,2,Compartida,PersonaNatural
8266,79723 Dawn Junction,4,Compartida,PersonaNatural
8267,52085 Glendale Avenue,1,Individual,PersonaNatural
8268,46331 Dakota Plaza,3,Individual,PersonaNatural
8269,12727 Dapin Road,4,Compartida,PersonaNatural
8270,960 Sage Circle,4,Individual,PersonaNatural
8271,834 Debra Crossing,2,Individual,PersonaNatural
8272,06 Chive Lane,3,Individual,PersonaNatural
8273,67131 Bartelt Drive,4,Compartida,PersonaNatural
8274,7 Linden Alley,3,Individual,PersonaNatural
8275,54 Mallard Road,3,Individual,PersonaNatural
8276,426 Logan Trail,2,Compartida,PersonaNatural
8277,0 Mcguire Street,4,Compartida,PersonaNatural
8278,8111 Schurz Junction,4,Individual,PersonaNatural
8279,79765 John Wall Terrace,2,Compartida,PersonaNatural
8280,4352 Mallory Terrace,3,Individual,PersonaNatural
8281,31772 Killdeer Road,1,Individual,PersonaNatural
8282,78452 Monument Park,1,Compartida,PersonaNatural
8283,70 Mesta Park,3,Compartida,PersonaNatural
8284,5 Ruskin Way,3,Individual,PersonaNatural
8285,9509 Coleman Center,2,Compartida,PersonaNatural
8286,43 Farragut Drive,4,Individual,PersonaNatural
8287,3010 Morrow Street,3,Compartida,PersonaNatural
8288,2347 Blaine Pass,1,Compartida,PersonaNatural
8289,394 Monica Street,3,Compartida,PersonaNatural
8290,921 Bunting Drive,1,Individual,PersonaNatural
8291,754 Drewry Park,2,Individual,PersonaNatural
8292,951 Hayes Center,3,Compartida,PersonaNatural
8293,74880 Rockefeller Street,1,Compartida,PersonaNatural
8294,3 New Castle Park,3,Individual,PersonaNatural
8295,933 Springs Drive,4,Individual,PersonaNatural
8296,38598 Forest Run Alley,2,Compartida,PersonaNatural
8297,90 Arkansas Road,4,Compartida,PersonaNatural
8298,437 Springview Drive,4,Individual,PersonaNatural
8299,684 Continental Avenue,4,Individual,PersonaNatural
8300,3 Crowley Avenue,3,Compartida,PersonaNatural
8301,6309 Chinook Circle,4,Compartida,PersonaNatural
8302,911 Magdeline Point,3,Compartida,PersonaNatural
8303,08232 Blackbird Trail,1,Individual,PersonaNatural
8304,1893 Victoria Park,1,Individual,PersonaNatural
8305,82795 Hudson Parkway,1,Compartida,PersonaNatural
8306,885 Nelson Court,4,Individual,PersonaNatural
8307,6134 Moulton Circle,4,Compartida,PersonaNatural
8308,375 Hooker Pass,3,Compartida,PersonaNatural
8309,88 Arrowood Hill,2,Individual,PersonaNatural
8310,16 Kingsford Court,1,Individual,PersonaNatural
8311,818 Sachs Crossing,3,Compartida,PersonaNatural
8312,46 Ryan Center,2,Compartida,PersonaNatural
8313,303 Golf Hill,1,Individual,PersonaNatural
8314,21 Fulton Trail,1,Individual,PersonaNatural
8315,4 Chinook Street,2,Individual,PersonaNatural
8316,198 Transport Point,2,Individual,PersonaNatural
8317,14 Portage Parkway,1,Compartida,PersonaNatural
8318,45 Lakewood Gardens Center,4,Compartida,PersonaNatural
8319,8 Muir Point,3,Compartida,PersonaNatural
8320,072 Golf View Crossing,2,Compartida,PersonaNatural
8321,2496 Parkside Junction,4,Compartida,PersonaNatural
8322,4081 Thierer Lane,1,Compartida,PersonaNatural
8323,96 Darwin Parkway,4,Individual,PersonaNatural
8324,20 Bowman Court,2,Individual,PersonaNatural
8325,5895 Lunder Parkway,2,Compartida,PersonaNatural
8326,7903 Redwing Avenue,1,Compartida,PersonaNatural
8327,09446 Walton Place,3,Individual,PersonaNatural
8328,9 Commercial Circle,1,Individual,PersonaNatural
8329,36303 Acker Avenue,3,Compartida,PersonaNatural
8330,78046 Logan Circle,1,Compartida,PersonaNatural
8331,14 Schurz Plaza,1,Individual,PersonaNatural
8332,3 Derek Park,3,Compartida,PersonaNatural
8333,760 West Terrace,1,Compartida,PersonaNatural
8334,506 Onsgard Pass,1,Compartida,PersonaNatural
8335,06 Arkansas Court,4,Individual,PersonaNatural
8336,8681 Doe Crossing Way,2,Individual,PersonaNatural
8337,7399 Hovde Drive,3,Individual,PersonaNatural
8338,25854 Cardinal Street,4,Compartida,PersonaNatural
8339,88 Sullivan Terrace,4,Individual,PersonaNatural
8340,0 7th Point,4,Individual,PersonaNatural
8341,951 Bowman Lane,1,Compartida,PersonaNatural
8342,611 Londonderry Trail,4,Compartida,PersonaNatural
8343,9406 Blue Bill Park Hill,3,Compartida,PersonaNatural
8344,2 Sutherland Park,3,Individual,PersonaNatural
8345,2 Heath Alley,4,Individual,PersonaNatural
8346,39 High Crossing Alley,4,Compartida,PersonaNatural
8347,92 Vahlen Hill,1,Compartida,PersonaNatural
8348,250 Southridge Street,4,Compartida,PersonaNatural
8349,06 Quincy Lane,2,Compartida,PersonaNatural
8350,06 Mitchell Street,4,Compartida,PersonaNatural
8351,04 Graedel Avenue,2,Compartida,PersonaNatural
8352,228 Melody Junction,3,Compartida,PersonaNatural
8353,114 Straubel Plaza,1,Compartida,PersonaNatural
8354,16741 Kingsford Junction,4,Compartida,PersonaNatural
8355,4164 Main Road,1,Compartida,PersonaNatural
8356,60 Canary Alley,3,Individual,PersonaNatural
8357,5 Gerald Center,2,Individual,PersonaNatural
8358,3878 Michigan Junction,4,Individual,PersonaNatural
8359,49 Talisman Alley,4,Compartida,PersonaNatural
8360,007 Meadow Ridge Street,4,Compartida,PersonaNatural
8361,9132 Boyd Hill,1,Individual,PersonaNatural
8362,55 Westend Avenue,4,Individual,PersonaNatural
8363,23 Sage Lane,2,Individual,PersonaNatural
8364,53 Commercial Parkway,1,Individual,PersonaNatural
8365,3 Blackbird Junction,1,Compartida,PersonaNatural
8366,7204 8th Place,2,Individual,PersonaNatural
8367,8976 Erie Center,1,Individual,PersonaNatural
8368,1 Chinook Pass,3,Individual,PersonaNatural
8369,82 Bluejay Pass,3,Individual,PersonaNatural
8370,13057 Butternut Way,2,Individual,PersonaNatural
8371,65 Crescent Oaks Pass,3,Compartida,PersonaNatural
8372,0261 Quincy Hill,1,Compartida,PersonaNatural
8373,19862 Prairie Rose Alley,3,Compartida,PersonaNatural
8374,1804 Oak Valley Court,2,Individual,PersonaNatural
8375,9 Village Avenue,3,Individual,PersonaNatural
8376,82 Farmco Street,1,Compartida,PersonaNatural
8377,58 Londonderry Way,1,Compartida,PersonaNatural
8378,4678 Loftsgordon Circle,2,Individual,PersonaNatural
8379,40 Troy Lane,3,Compartida,PersonaNatural
8380,0 Quincy Road,1,Compartida,PersonaNatural
8381,2771 Mifflin Road,2,Compartida,PersonaNatural
8382,505 Fair Oaks Park,2,Compartida,PersonaNatural
8383,1 Lindbergh Street,1,Compartida,PersonaNatural
8384,6471 Melby Junction,4,Compartida,PersonaNatural
8385,66 Coolidge Drive,4,Compartida,PersonaNatural
8386,4658 Caliangt Parkway,3,Compartida,PersonaNatural
8387,99 Rusk Trail,1,Compartida,PersonaNatural
8388,716 Portage Plaza,3,Individual,PersonaNatural
8389,000 Butternut Parkway,2,Individual,PersonaNatural
8390,7642 Dexter Court,1,Compartida,PersonaNatural
8391,4 Sunbrook Circle,3,Individual,PersonaNatural
8392,595 Katie Alley,2,Individual,PersonaNatural
8393,6730 Del Mar Park,2,Compartida,PersonaNatural
8394,2 Valley Edge Hill,2,Individual,PersonaNatural
8395,73 Blaine Park,4,Compartida,PersonaNatural
8396,7015 Oak Junction,1,Compartida,PersonaNatural
8397,73 David Alley,1,Compartida,PersonaNatural
8398,0 Banding Place,3,Individual,PersonaNatural
8399,7 Springs Parkway,3,Compartida,PersonaNatural
8400,19834 Sullivan Hill,2,Compartida,PersonaNatural
8401,10 Di Loreto Street,3,Individual,PersonaNatural
8402,39 Bayside Hill,3,Compartida,PersonaNatural
8403,3206 Cody Street,4,Individual,PersonaNatural
8404,8057 Katie Trail,2,Individual,PersonaNatural
8405,3 Cody Plaza,2,Compartida,PersonaNatural
8406,47 Anhalt Point,1,Individual,PersonaNatural
8407,776 Elmside Trail,2,Individual,PersonaNatural
8408,4060 Dwight Pass,3,Compartida,PersonaNatural
8409,735 Glacier Hill Center,1,Compartida,PersonaNatural
8410,10 Swallow Pass,3,Compartida,PersonaNatural
8411,460 Blue Bill Park Plaza,2,Compartida,PersonaNatural
8412,4466 Morning Way,3,Compartida,PersonaNatural
8413,2278 7th Lane,1,Individual,PersonaNatural
8414,2 Leroy Hill,1,Compartida,PersonaNatural
8415,604 Commercial Trail,4,Compartida,PersonaNatural
8416,07 Sachtjen Lane,3,Compartida,PersonaNatural
8417,71776 Anthes Lane,2,Compartida,PersonaNatural
8418,53 Jenifer Avenue,3,Individual,PersonaNatural
8419,01816 Briar Crest Circle,3,Individual,PersonaNatural
8420,64 Marquette Lane,4,Compartida,PersonaNatural
8421,99 Fisk Trail,2,Individual,PersonaNatural
8422,822 Dexter Plaza,4,Compartida,PersonaNatural
8423,91885 Mockingbird Pass,4,Individual,PersonaNatural
8424,91310 Fremont Street,3,Compartida,PersonaNatural
8425,840 Dawn Center,4,Individual,PersonaNatural
8426,575 Blue Bill Park Plaza,1,Compartida,PersonaNatural
8427,66 Gina Crossing,3,Individual,PersonaNatural
8428,66535 Bartelt Circle,3,Compartida,PersonaNatural
8429,99010 Linden Parkway,4,Individual,PersonaNatural
8430,52468 School Point,2,Individual,PersonaNatural
8431,86305 Huxley Pass,1,Compartida,PersonaNatural
8432,094 Grayhawk Road,2,Compartida,PersonaNatural
8433,3095 Marcy Center,4,Individual,PersonaNatural
8434,21 Iowa Junction,3,Compartida,PersonaNatural
8435,28425 Kings Crossing,3,Compartida,PersonaNatural
8436,29 Old Shore Terrace,2,Compartida,PersonaNatural
8437,3204 Mifflin Point,2,Individual,PersonaNatural
8438,2433 Elgar Point,1,Compartida,PersonaNatural
8439,10 Sutteridge Alley,2,Individual,PersonaNatural
8440,40 Talmadge Avenue,3,Individual,PersonaNatural
8441,4 Porter Way,2,Compartida,PersonaNatural
8442,796 Moose Crossing,2,Compartida,PersonaNatural
8443,62 Burrows Alley,1,Individual,PersonaNatural
8444,730 Stang Junction,4,Individual,PersonaNatural
8445,513 Texas Hill,1,Compartida,PersonaNatural
8446,45 Parkside Alley,1,Individual,PersonaNatural
8447,8620 Aberg Junction,2,Compartida,PersonaNatural
8448,3 Forest Way,1,Compartida,PersonaNatural
8449,4780 Express Court,3,Compartida,PersonaNatural
8450,712 Rusk Alley,4,Individual,PersonaNatural
8451,2718 Truax Parkway,2,Compartida,PersonaNatural
8452,739 Gateway Park,4,Compartida,PersonaNatural
8453,93718 Lerdahl Terrace,2,Compartida,PersonaNatural
8454,758 Donald Alley,1,Individual,PersonaNatural
8455,31936 Lillian Trail,3,Compartida,PersonaNatural
8456,31 Old Shore Alley,2,Individual,PersonaNatural
8457,26 Del Sol Drive,3,Individual,PersonaNatural
8458,96 Daystar Road,4,Individual,PersonaNatural
8459,766 Little Fleur Court,4,Individual,PersonaNatural
8460,24757 Dakota Crossing,1,Compartida,PersonaNatural
8461,60 Heath Road,2,Compartida,PersonaNatural
8462,61922 Florence Parkway,2,Compartida,PersonaNatural
8463,715 Waxwing Crossing,1,Compartida,PersonaNatural
8464,35475 Mayer Road,4,Compartida,PersonaNatural
8465,118 Veith Avenue,4,Compartida,PersonaNatural
8466,74 Vera Avenue,3,Compartida,PersonaNatural
8467,49 Monument Alley,2,Individual,PersonaNatural
8468,56519 Forest Run Drive,3,Individual,PersonaNatural
8469,82166 Almo Way,2,Individual,PersonaNatural
8470,30485 Commercial Avenue,3,Compartida,PersonaNatural
8471,6343 Thompson Pass,3,Individual,PersonaNatural
8472,52980 Westport Terrace,2,Compartida,PersonaNatural
8473,2 Hoepker Court,2,Individual,PersonaNatural
8474,923 Sauthoff Junction,4,Individual,PersonaNatural
8475,6 Stuart Terrace,3,Individual,PersonaNatural
8476,7060 Michigan Avenue,2,Compartida,PersonaNatural
8477,915 Carberry Pass,4,Individual,PersonaNatural
8478,52623 Gale Point,3,Individual,PersonaNatural
8479,5 4th Junction,3,Compartida,PersonaNatural
8480,901 Del Sol Park,4,Individual,PersonaNatural
8481,92792 Maryland Point,1,Individual,PersonaNatural
8482,4140 Maywood Way,3,Compartida,PersonaNatural
8483,67 Norway Maple Crossing,4,Individual,PersonaNatural
8484,8 Schiller Alley,2,Individual,PersonaNatural
8485,5 Vernon Avenue,1,Compartida,PersonaNatural
8486,3 Magdeline Alley,3,Individual,PersonaNatural
8487,1905 Rigney Alley,3,Compartida,PersonaNatural
8488,128 Miller Street,4,Individual,PersonaNatural
8489,01 Scoville Center,4,Compartida,PersonaNatural
8490,5 Namekagon Place,4,Individual,PersonaNatural
8491,35 Pankratz Way,2,Individual,PersonaNatural
8492,924 Merchant Hill,3,Compartida,PersonaNatural
8493,40501 Ilene Road,3,Individual,PersonaNatural
8494,22 Acker Park,1,Individual,PersonaNatural
8495,6 Comanche Trail,1,Compartida,PersonaNatural
8496,1858 Roxbury Terrace,3,Individual,PersonaNatural
8497,157 Summit Pass,4,Individual,PersonaNatural
8498,04384 Barby Lane,3,Individual,PersonaNatural
8499,9 Chinook Lane,2,Compartida,PersonaNatural
8500,6 Ridge Oak Street,1,Individual,PersonaNatural
8501,05 Cambridge Crossing,3,Compartida,PersonaNatural
8502,23922 Kennedy Street,1,Individual,PersonaNatural
8503,6 Mallory Terrace,2,Individual,PersonaNatural
8504,4715 Onsgard Court,4,Individual,PersonaNatural
8505,4553 Burning Wood Trail,3,Individual,PersonaNatural
8506,4 Darwin Court,1,Compartida,PersonaNatural
8507,597 Lillian Pass,1,Individual,PersonaNatural
8508,11669 Dahle Parkway,3,Individual,PersonaNatural
8509,2611 Butternut Parkway,2,Compartida,PersonaNatural
8510,4 Eagan Trail,4,Compartida,PersonaNatural
8511,5801 Porter Circle,3,Individual,PersonaNatural
8512,121 Vera Center,1,Individual,PersonaNatural
8513,4 Crownhardt Pass,2,Individual,PersonaNatural
8514,14 Blaine Crossing,1,Compartida,PersonaNatural
8515,484 Sunfield Junction,4,Individual,PersonaNatural
8516,22088 Blackbird Park,2,Compartida,PersonaNatural
8517,41 Killdeer Avenue,2,Compartida,PersonaNatural
8518,33 5th Avenue,4,Compartida,PersonaNatural
8519,487 Scofield Road,2,Individual,PersonaNatural
8520,7809 Hanson Circle,2,Individual,PersonaNatural
8521,37061 Susan Center,2,Individual,PersonaNatural
8522,9059 Florence Alley,3,Compartida,PersonaNatural
8523,687 Rockefeller Street,4,Individual,PersonaNatural
8524,6 Evergreen Pass,3,Individual,PersonaNatural
8525,27585 Dixon Trail,1,Individual,PersonaNatural
8526,7999 Monterey Place,1,Compartida,PersonaNatural
8527,3240 Russell Park,1,Individual,PersonaNatural
8528,69 Delaware Parkway,2,Compartida,PersonaNatural
8529,13 Rowland Court,4,Individual,PersonaNatural
8530,7 Lillian Lane,1,Individual,PersonaNatural
8531,7948 Northport Place,1,Individual,PersonaNatural
8532,07 Merrick Lane,3,Compartida,PersonaNatural
8533,24 Harbort Plaza,2,Compartida,PersonaNatural
8534,49 Grover Point,1,Compartida,PersonaNatural
8535,35974 Sage Way,1,Individual,PersonaNatural
8536,4 Bluestem Hill,3,Individual,PersonaNatural
8537,9375 Packers Park,4,Compartida,PersonaNatural
8538,33740 Barby Crossing,3,Individual,PersonaNatural
8539,0722 Mockingbird Avenue,1,Individual,PersonaNatural
8540,45113 Becker Avenue,1,Individual,PersonaNatural
8541,83 Anhalt Drive,1,Individual,PersonaNatural
8542,49 Mendota Terrace,3,Individual,PersonaNatural
8543,10 3rd Court,1,Individual,PersonaNatural
8544,701 Lakeland Center,3,Compartida,PersonaNatural
8545,631 Surrey Trail,1,Individual,PersonaNatural
8546,81 New Castle Court,3,Individual,PersonaNatural
8547,06563 Ridgeview Terrace,3,Compartida,PersonaNatural
8548,95737 2nd Hill,3,Compartida,PersonaNatural
8549,4 Myrtle Avenue,1,Individual,PersonaNatural
8550,07594 Butterfield Trail,1,Individual,PersonaNatural
8551,76 Clyde Gallagher Point,2,Compartida,PersonaNatural
8552,190 Graedel Avenue,4,Compartida,PersonaNatural
8553,52205 Weeping Birch Circle,1,Individual,PersonaNatural
8554,87 Atwood Junction,4,Individual,PersonaNatural
8555,6 Jana Pass,4,Compartida,PersonaNatural
8556,6 Almo Circle,2,Compartida,PersonaNatural
8557,06856 Montana Junction,3,Individual,PersonaNatural
8558,268 Maryland Street,1,Compartida,PersonaNatural
8559,358 Dayton Drive,4,Individual,PersonaNatural
8560,621 Eagle Crest Point,2,Individual,PersonaNatural
8561,073 Tomscot Court,1,Individual,PersonaNatural
8562,5 Prairieview Terrace,1,Compartida,PersonaNatural
8563,4 Division Place,2,Individual,PersonaNatural
8564,676 Rigney Lane,2,Individual,PersonaNatural
8565,9107 Sloan Center,4,Individual,PersonaNatural
8566,38313 Mockingbird Road,3,Individual,PersonaNatural
8567,53 Fallview Alley,4,Individual,PersonaNatural
8568,090 Dunning Trail,4,Individual,PersonaNatural
8569,817 Vera Terrace,2,Individual,PersonaNatural
8570,642 3rd Road,3,Individual,PersonaNatural
8571,8407 Blue Bill Park Circle,1,Compartida,PersonaNatural
8572,9 Boyd Junction,4,Compartida,PersonaNatural
8573,966 Packers Street,4,Compartida,PersonaNatural
8574,18 Rieder Center,4,Compartida,PersonaNatural
8575,2 Melby Plaza,3,Compartida,PersonaNatural
8576,409 Raven Pass,1,Individual,PersonaNatural
8577,538 Bay Road,2,Compartida,PersonaNatural
8578,19 Maryland Point,3,Individual,PersonaNatural
8579,6283 Thierer Terrace,1,Compartida,PersonaNatural
8580,63 Corben Park,1,Individual,PersonaNatural
8581,660 Anderson Street,1,Individual,PersonaNatural
8582,99 Corscot Trail,4,Individual,PersonaNatural
8583,2923 Susan Terrace,3,Compartida,PersonaNatural
8584,21 Farmco Road,2,Compartida,PersonaNatural
8585,49848 Eagle Crest Pass,4,Individual,PersonaNatural
8586,97991 Bartelt Road,2,Compartida,PersonaNatural
8587,276 Springview Trail,3,Compartida,PersonaNatural
8588,16074 Rutledge Plaza,3,Individual,PersonaNatural
8589,4080 Loeprich Road,3,Individual,PersonaNatural
8590,32117 Buell Lane,3,Compartida,PersonaNatural
8591,875 Delladonna Hill,2,Compartida,PersonaNatural
8592,2300 Crowley Center,3,Individual,PersonaNatural
8593,9 Melrose Crossing,1,Individual,PersonaNatural
8594,59 Southridge Alley,4,Individual,PersonaNatural
8595,6543 Doe Crossing Crossing,4,Individual,PersonaNatural
8596,0 Meadow Ridge Avenue,3,Individual,PersonaNatural
8597,0074 Bonner Pass,4,Individual,PersonaNatural
8598,26 Sloan Trail,1,Individual,PersonaNatural
8599,05031 Bultman Terrace,2,Compartida,PersonaNatural
8600,3436 Welch Alley,2,Individual,PersonaNatural
8601,544 Grasskamp Alley,3,Individual,PersonaNatural
8602,6178 Northland Center,3,Individual,PersonaNatural
8603,9555 Paget Avenue,4,Compartida,PersonaNatural
8604,48 Upham Terrace,3,Compartida,PersonaNatural
8605,12528 Dakota Parkway,2,Compartida,PersonaNatural
8606,3 Westend Lane,2,Individual,PersonaNatural
8607,50 Dottie Hill,3,Individual,PersonaNatural
8608,671 Becker Circle,1,Individual,PersonaNatural
8609,9644 Amoth Circle,1,Compartida,PersonaNatural
8610,7920 Towne Trail,4,Compartida,PersonaNatural
8611,012 Roxbury Crossing,2,Compartida,PersonaNatural
8612,50801 East Crossing,4,Compartida,PersonaNatural
8613,1 Truax Pass,4,Individual,PersonaNatural
8614,39136 Vernon Crossing,1,Compartida,PersonaNatural
8615,53040 Nova Street,4,Individual,PersonaNatural
8616,452 Cascade Pass,3,Compartida,PersonaNatural
8617,2 Briar Crest Court,3,Compartida,PersonaNatural
8618,8 Springview Place,4,Compartida,PersonaNatural
8619,5663 Graceland Way,4,Individual,PersonaNatural
8620,918 Mockingbird Alley,1,Individual,PersonaNatural
8621,3008 Darwin Avenue,2,Compartida,PersonaNatural
8622,9 Lotheville Junction,3,Compartida,PersonaNatural
8623,64 Homewood Hill,4,Compartida,PersonaNatural
8624,77 2nd Trail,2,Individual,PersonaNatural
8625,04 Dixon Park,3,Individual,PersonaNatural
8626,60 Blue Bill Park Way,1,Individual,PersonaNatural
8627,5840 Kings Crossing,2,Individual,PersonaNatural
8628,1342 Spenser Lane,4,Compartida,PersonaNatural
8629,895 Eagan Way,2,Compartida,PersonaNatural
8630,53 Sommers Point,4,Compartida,PersonaNatural
8631,877 Colorado Hill,1,Compartida,PersonaNatural
8632,51871 Meadow Ridge Circle,4,Compartida,PersonaNatural
8633,23 Reinke Crossing,3,Individual,PersonaNatural
8634,1739 Roth Alley,4,Compartida,PersonaNatural
8635,786 Crest Line Circle,2,Compartida,PersonaNatural
8636,7673 Hollow Ridge Parkway,4,Individual,PersonaNatural
8637,825 Brickson Park Center,2,Compartida,PersonaNatural
8638,5 Ridge Oak Terrace,2,Individual,PersonaNatural
8639,45 Forest Dale Drive,1,Individual,PersonaNatural
8640,246 Melrose Lane,2,Compartida,PersonaNatural
8641,803 Doe Crossing Alley,4,Individual,PersonaNatural
8642,9 Manufacturers Drive,1,Compartida,PersonaNatural
8643,1 Lindbergh Court,1,Individual,PersonaNatural
8644,18354 Sloan Drive,2,Individual,PersonaNatural
8645,89894 Shoshone Trail,2,Individual,PersonaNatural
8646,45 Stoughton Crossing,4,Compartida,PersonaNatural
8647,990 Wayridge Center,1,Individual,PersonaNatural
8648,0 Bluejay Court,2,Compartida,PersonaNatural
8649,4 Forest Run Street,2,Individual,PersonaNatural
8650,45 Carioca Street,4,Compartida,PersonaNatural
8651,70586 Heath Pass,2,Compartida,PersonaNatural
8652,71537 Brickson Park Avenue,2,Compartida,PersonaNatural
8653,63 Dunning Plaza,1,Compartida,PersonaNatural
8654,43940 Larry Alley,4,Compartida,PersonaNatural
8655,852 Hoard Lane,4,Compartida,PersonaNatural
8656,65 Dwight Trail,3,Compartida,PersonaNatural
8657,4683 Vidon Plaza,2,Individual,PersonaNatural
8658,44 Forest Parkway,3,Individual,PersonaNatural
8659,812 Hoard Court,3,Individual,PersonaNatural
8660,62714 Superior Drive,1,Individual,PersonaNatural
8661,0 Bunting Road,3,Compartida,PersonaNatural
8662,34 Bashford Avenue,3,Compartida,PersonaNatural
8663,9 Menomonie Plaza,2,Individual,PersonaNatural
8664,72 Debs Road,4,Compartida,PersonaNatural
8665,62 Derek Place,3,Compartida,PersonaNatural
8666,3 Granby Street,4,Compartida,PersonaNatural
8667,6 Fieldstone Hill,4,Individual,PersonaNatural
8668,27922 Butterfield Street,4,Compartida,PersonaNatural
8669,9005 Knutson Pass,1,Compartida,PersonaNatural
8670,9985 Meadow Vale Avenue,4,Compartida,PersonaNatural
8671,590 Grim Lane,4,Compartida,PersonaNatural
8672,90 Eagle Crest Street,1,Individual,PersonaNatural
8673,74287 Clarendon Circle,4,Compartida,PersonaNatural
8674,1 Independence Center,4,Individual,PersonaNatural
8675,3079 Summer Ridge Place,3,Individual,PersonaNatural
8676,70096 Barnett Junction,3,Compartida,PersonaNatural
8677,7819 Farmco Parkway,4,Compartida,PersonaNatural
8678,49 Stuart Junction,2,Compartida,PersonaNatural
8679,84471 Linden Hill,3,Individual,PersonaNatural
8680,298 Donald Crossing,1,Individual,PersonaNatural
8681,2 Debra Parkway,4,Compartida,PersonaNatural
8682,262 Bayside Lane,4,Individual,PersonaNatural
8683,9 Tennessee Place,3,Individual,PersonaNatural
8684,2258 Meadow Vale Parkway,2,Individual,PersonaNatural
8685,8 Blue Bill Park Lane,1,Compartida,PersonaNatural
8686,1 Fairview Junction,3,Individual,PersonaNatural
8687,1 Straubel Avenue,2,Individual,PersonaNatural
8688,473 Truax Drive,1,Individual,PersonaNatural
8689,3 5th Avenue,2,Individual,PersonaNatural
8690,4945 Talisman Circle,1,Compartida,PersonaNatural
8691,12494 Arizona Trail,3,Individual,PersonaNatural
8692,02 Oakridge Point,3,Compartida,PersonaNatural
8693,8259 Goodland Circle,1,Compartida,PersonaNatural
8694,550 Novick Pass,2,Compartida,PersonaNatural
8695,82238 Anniversary Lane,3,Compartida,PersonaNatural
8696,6 Pawling Hill,1,Individual,PersonaNatural
8697,4 Comanche Plaza,4,Compartida,PersonaNatural
8698,9 Sommers Crossing,3,Compartida,PersonaNatural
8699,9 Anderson Pass,2,Compartida,PersonaNatural
8700,52 Westend Avenue,3,Compartida,PersonaNatural
8701,1 Mandrake Center,2,Individual,PersonaNatural
8702,4179 Jana Circle,4,Compartida,PersonaNatural
8703,93821 Debs Parkway,2,Compartida,PersonaNatural
8704,48363 David Crossing,1,Compartida,PersonaNatural
8705,02160 Meadow Vale Parkway,4,Individual,PersonaNatural
8706,5020 Maple Wood Avenue,4,Compartida,PersonaNatural
8707,039 Cordelia Center,3,Compartida,PersonaNatural
8708,785 Toban Pass,4,Compartida,PersonaNatural
8709,28594 Hoard Park,3,Compartida,PersonaNatural
8710,18 Northland Way,3,Compartida,PersonaNatural
8711,4785 Holmberg Lane,3,Individual,PersonaNatural
8712,14020 Golf View Junction,1,Individual,PersonaNatural
8713,11 Di Loreto Junction,1,Compartida,PersonaNatural
8714,04272 Mcguire Street,1,Individual,PersonaNatural
8715,88 Jenifer Plaza,3,Individual,PersonaNatural
8716,69850 Charing Cross Avenue,2,Individual,PersonaNatural
8717,88665 Fair Oaks Parkway,1,Individual,PersonaNatural
8718,714 Kim Alley,1,Individual,PersonaNatural
8719,83 Scott Road,1,Individual,PersonaNatural
8720,8211 Saint Paul Junction,3,Individual,PersonaNatural
8721,69458 Montana Crossing,2,Compartida,PersonaNatural
8722,15852 Lighthouse Bay Court,3,Individual,PersonaNatural
8723,5 Aberg Street,1,Compartida,PersonaNatural
8724,68892 Glacier Hill Center,3,Individual,PersonaNatural
8725,700 Becker Drive,1,Individual,PersonaNatural
8726,90 Bluejay Alley,1,Compartida,PersonaNatural
8727,913 Upham Point,2,Compartida,PersonaNatural
8728,698 Dixon Park,3,Compartida,PersonaNatural
8729,1 Petterle Junction,4,Compartida,PersonaNatural
8730,38989 Northview Terrace,1,Individual,PersonaNatural
8731,22 Prentice Avenue,2,Individual,PersonaNatural
8732,0 Old Gate Street,2,Individual,PersonaNatural
8733,52 Nelson Alley,1,Compartida,PersonaNatural
8734,36597 Green Ridge Center,4,Compartida,PersonaNatural
8735,76641 1st Pass,4,Individual,PersonaNatural
8736,17 Clemons Circle,2,Individual,PersonaNatural
8737,1 Spenser Parkway,3,Individual,PersonaNatural
8738,9108 Reindahl Center,3,Individual,PersonaNatural
8739,8 Boyd Trail,2,Compartida,PersonaNatural
8740,0 Continental Plaza,2,Individual,PersonaNatural
8741,23662 Ilene Crossing,3,Individual,PersonaNatural
8742,79996 Spohn Junction,4,Individual,PersonaNatural
8743,9 Rutledge Way,3,Compartida,PersonaNatural
8744,51032 Park Meadow Drive,4,Individual,PersonaNatural
8745,1 Harper Street,2,Compartida,PersonaNatural
8746,15 Kipling Street,3,Individual,PersonaNatural
8747,81367 Clemons Court,1,Compartida,PersonaNatural
8748,43 Carioca Way,3,Compartida,PersonaNatural
8749,86 Stone Corner Way,1,Individual,PersonaNatural
8750,39635 Macpherson Street,4,Individual,PersonaNatural
8751,677 Portage Place,3,Individual,PersonaNatural
8752,2 Mariners Cove Terrace,2,Individual,PersonaNatural
8753,2 Anzinger Road,3,Compartida,PersonaNatural
8754,07 Hazelcrest Drive,3,Individual,PersonaNatural
8755,66 Grayhawk Park,1,Compartida,PersonaNatural
8756,520 Oak Hill,2,Compartida,PersonaNatural
